Date,Time,Latitude,Longitude,Speed,Altitude,ir,luminosity,pm1s,pm25s,pm10s,pm1e,pm25e,pm10e,a03um01Lair,a05um01Lair,a1um01Lair,a25um01Lair,a5um01Lair,a10um01Lair,Co2,Temp,Hum,uv,ROH,NH4
15/6/2021,07:19:02 PM,14.5800,121.0423,0,93,1067,200.3389,0,25,0,0,0,0,0,0,0,0,0,0,578.13,22.5,85.6,0.010,0,0
15/6/2021,07:19:02 PM,14.5800,121.0423,0,93,1074,202.1224,0,25,0,0,0,0,0,0,0,0,0,0,593.75,22.6,85.6,0.020,0,0
15/6/2021,07:19:13 PM,14.5800,121.0423,0,93,1074,199.7331,0,23,0,0,0,0,0,0,0,0,0,0,625,22.6,85.6,0.020,0,0
15/6/2021,07:19:08 PM,14.5800,121.0423,0,93,1078,202.0101,0,23,0,0,0,0,0,0,0,0,0,0,578.13,22.6,85.5,0.030,0,0
15/6/2021,07:19:08 PM,14.5800,121.0423,0,93,1079,201.8277,0,28,0,0,0,0,0,0,0,0,0,0,609.38,22.7,85.5,0.010,0,0
15/6/2021,07:19:08 PM,14.5800,121.0423,0,93,1056,198.7751,0,24,0,0,0,0,0,0,0,0,0,0,593.75,22.7,85.4,0.020,0,0
15/6/2021,07:19:08 PM,14.5800,121.0423,0,93,1055,198.8502,0,23,0,0,0,0,0,0,0,0,0,0,593.75,22.8,85.4,0.020,0,0
15/6/2021,07:19:08 PM,14.5800,121.0423,0,93,1059,200.0534,0,17,0,0,0,0,0,0,0,0,0,0,593.75,22.8,85.3,0.020,0,0
15/6/2021,07:19:08 PM,14.5800,121.0423,0,93,1073,202.7613,0,17,0,0,0,0,0,0,0,0,0,0,609.38,22.8,85.2,0.020,0,0
15/6/2021,07:19:08 PM,14.5800,121.0423,0,93,1025,193.7456,0,17,0,0,0,0,0,0,0,0,0,0,853.13,22.9,85.2,0.020,0,0
15/6/2021,07:19:31 PM,14.5800,121.0423,0,84.1,1037,198.0002,0,17,0,0,0,0,0,0,0,0,0,0,853.13,22.9,85.1,0.020,0,0
15/6/2021,07:19:31 PM,14.5800,121.0423,0,84.1,992,184.3827,0,17,0,0,0,0,0,0,0,0,0,0,853.13,23,85.1,0.020,0,0
15/6/2021,07:19:31 PM,14.5800,121.0423,0,84.1,671,125.8385,0,16,0,0,0,0,0,0,0,0,0,0,853.13,23,85.1,0.020,0,0
15/6/2021,07:19:31 PM,14.5800,121.0423,0,84.1,270,52.8151,0,17,0,0,0,0,0,0,0,0,0,0,837.5,23,84.9,0.020,0,0
15/6/2021,07:19:42 PM,14.5800,121.0423,0,84.1,124,26.1622,0,14,0,0,0,0,0,0,0,0,0,0,853.13,23.1,84.9,0.010,0,0
15/6/2021,07:19:42 PM,14.5800,121.0423,0,84.1,171,34.876,0,15,0,0,0,0,0,0,0,0,0,0,837.5,23.1,84.8,0.020,0,0
15/6/2021,07:19:48 PM,14.5800,121.0423,0,84.1,172,34.8543,0,15,0,0,0,0,0,0,0,0,0,0,837.5,23.2,84.9,0.020,0,0
15/6/2021,07:19:48 PM,14.5800,121.0423,0,84.1,81,17.9267,0,15,0,0,0,0,0,0,0,0,0,0,837.5,23.2,84.7,0.020,0,0
15/6/2021,07:19:59 PM,14.5800,121.0423,0,84.1,190,38.0939,0,14,0,0,0,0,0,0,0,0,0,0,853.13,23.2,84.8,0.020,0,0
15/6/2021,07:20:02 PM,14.5800,121.0423,0,84.1,189,38.0887,0,14,0,0,0,0,0,0,0,0,0,0,946.88,23.3,84.8,0.020,0,0
15/6/2021,07:20:05 PM,14.5800,121.0423,0,84.1,344,71.2954,0,15,0,0,0,0,0,0,0,0,0,0,837.5,23.3,84.6,0.020,0,0
15/6/2021,07:20:08 PM,14.5800,121.0423,0,84.1,53,12.4852,0,14,0,0,0,0,0,0,0,0,0,0,853.13,23.3,84.6,0.010,0,0
15/6/2021,07:20:11 PM,14.5800,121.0423,0,84.1,54,12.6247,0,14,0,0,0,0,0,0,0,0,0,0,825,23.4,84.4,0.010,0,0
15/6/2021,07:20:13 PM,14.5800,121.0423,0,84.1,305,59.8267,0,14,0,0,0,0,0,0,0,0,0,0,853.13,23.4,84.4,0.020,0,0
15/6/2021,07:20:16 PM,14.5800,121.0423,0,84.1,213,42.0319,0,14,0,0,0,0,0,0,0,0,0,0,853.13,23.4,84.4,0.020,0,0
15/6/2021,07:20:19 PM,14.5800,121.0423,0,83.7,980,188.1569,0,14,0,0,0,0,0,0,0,0,0,0,853.13,23.5,84.2,0.020,0,0
15/6/2021,07:20:22 PM,14.5800,121.0423,0,83.7,1032,196.4154,0,16,0,0,0,0,0,0,0,0,0,0,962.5,23.5,84.3,0.020,0,0
15/6/2021,07:20:25 PM,14.5800,121.0423,0,83.7,922,178.3084,0,19,0,0,0,0,0,0,0,0,0,0,837.5,23.5,84.3,0.020,0,0
15/6/2021,07:20:28 PM,14.5800,121.0423,0,83.7,975,187.3241,0,15,0,0,0,0,0,0,0,0,0,0,853.13,23.6,84.2,0.020,0,0
15/6/2021,07:20:31 PM,14.5800,121.0423,0,83.7,1003,192.1222,0,15,0,0,0,0,0,0,0,0,0,0,853.13,23.6,84.1,0.020,0,0
15/6/2021,07:20:33 PM,14.5800,121.0423,0,83.7,1011,193.4547,0,15,0,0,0,0,0,0,0,0,0,0,837.5,23.6,84,0.020,0,0
15/6/2021,07:20:36 PM,14.5800,121.0423,0,83.7,842,164.4466,0,14,0,0,0,0,0,0,0,0,0,0,853.13,23.7,84.1,0.020,0,0
15/6/2021,07:20:39 PM,14.5800,121.0423,0,83.6,821,161.0565,0,12,0,0,0,0,0,0,0,0,0,0,853.13,23.7,84,0.020,0,0
15/6/2021,07:20:42 PM,14.5800,121.0423,0,83.6,1002,191.7944,0,15,0,0,0,0,0,0,0,0,0,0,962.5,23.7,83.9,0.010,0,0
15/6/2021,07:20:45 PM,14.5800,121.0423,0,83.5,1141,215.3232,0,15,0,0,0,0,0,0,0,0,0,0,853.13,23.7,83.8,0.020,0,0
15/6/2021,07:20:48 PM,14.5800,121.0423,0,83.5,411,71.6874,0,12,0,0,0,0,0,0,0,0,0,0,837.5,23.8,83.8,0.020,0,0
15/6/2021,07:20:51 PM,14.5800,121.0423,0,83.5,255,42.0011,0,12,0,0,0,0,0,0,0,0,0,0,837.5,23.7,83.8,0.010,0,0
15/6/2021,07:20:54 PM,14.5800,121.0423,0,83.5,279,48.6782,0,12,0,0,0,0,0,0,0,0,0,0,793.75,23.8,83.8,0.010,0,0
15/6/2021,07:20:56 PM,14.5800,121.0423,0,83.5,403,71.2393,0,11,0,0,0,0,0,0,0,0,0,0,793.75,23.8,83.7,0.020,0,0
15/6/2021,07:20:59 PM,14.5800,121.0423,0,83.5,434,77.4763,0,15,0,0,0,0,0,0,0,0,0,0,793.75,23.9,83.7,0.020,0,0
15/6/2021,07:21:02 PM,14.5800,121.0423,0,83.5,407,73.5148,0,19,0,0,0,0,0,0,0,0,0,0,915.63,23.9,83.7,0.010,0,0
15/6/2021,07:21:05 PM,14.5800,121.0423,0,83.5,181,31.8962,0,22,0,0,0,0,0,0,0,0,0,0,809.38,23.9,83.5,0.010,0,0
15/6/2021,07:21:08 PM,14.5800,121.0423,0,83.5,558,90.982,0,17,0,0,0,0,0,0,0,0,0,0,809.38,24,83.5,0.020,0,0
15/6/2021,07:21:11 PM,14.5800,121.0423,0,83.8,515,79.3526,0,16,0,0,0,0,0,0,0,0,0,0,793.75,24,83.5,0.020,0,0
15/6/2021,07:21:14 PM,14.5800,121.0423,0,83.9,574,89.2882,0,16,0,0,0,0,0,0,0,0,0,0,778.13,24,83.4,0.010,0,0
15/6/2021,07:21:17 PM,14.5800,121.0423,0,83.9,300,49.9532,0,15,0,0,0,0,0,0,0,0,0,0,762.5,24,83.4,0.030,0,0
15/6/2021,07:21:19 PM,14.5800,121.0423,0,83.9,503,93.5319,0,17,0,0,0,0,0,0,0,0,0,0,778.13,24,83.2,0.020,0,0
15/6/2021,07:21:22 PM,14.5800,121.0423,0,83.9,686,127.4244,0,18,0,0,0,0,0,0,0,0,0,0,900,24,83.2,0.010,0,0
15/6/2021,07:21:25 PM,14.5800,121.0423,0,83.9,233,39.407,0,19,0,0,0,0,0,0,0,0,0,0,778.13,24.1,83.1,0.020,0,0
15/6/2021,07:21:28 PM,14.5800,121.0423,0,83.9,315,57.5987,0,15,0,0,0,0,0,0,0,0,0,0,793.75,24.1,83,0.020,0,0
15/6/2021,07:21:31 PM,14.5800,121.0423,0,83.9,346,62.9238,0,16,0,0,0,0,0,0,0,0,0,0,778.13,24.2,83,0.020,0,0
15/6/2021,07:21:34 PM,14.5800,121.0423,0,83.9,202,34.7246,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.2,82.9,0.010,0,0
15/6/2021,07:21:37 PM,14.5800,121.0423,0,83.9,786,146.82,0,13,0,0,0,0,0,0,0,0,0,0,778.13,24.2,82.8,0.020,0,0
15/6/2021,07:21:40 PM,14.5800,121.0423,0,83.9,827,155.7436,0,15,0,0,0,0,0,0,0,0,0,0,778.13,24.2,82.8,0.010,0,0
15/6/2021,07:21:43 PM,14.5800,121.0423,0,83.9,838,158.9453,0,16,0,0,0,0,0,0,0,0,0,0,915.63,24.2,82.7,0.020,0,0
15/6/2021,07:21:45 PM,14.5800,121.0423,0,83.9,838,159.0259,0,16,0,0,0,0,0,0,0,0,0,0,793.75,24.3,82.8,0.020,0,0
15/6/2021,07:21:48 PM,14.5800,121.0423,0,83.9,840,158.9831,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.3,82.7,0.020,0,0
15/6/2021,07:21:51 PM,14.5800,121.0423,0,83.9,192,33.5947,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.3,82.6,0.020,0,0
15/6/2021,07:21:54 PM,14.5800,121.0423,0,84.5,348,68.735,0,13,0,0,0,0,0,0,0,0,0,0,793.75,24.3,82.5,0.030,0,0
15/6/2021,07:21:57 PM,14.5800,121.0423,0,84.5,360,68.4502,0,13,0,0,0,0,0,0,0,0,0,0,778.13,24.4,82.5,0.020,0,0
15/6/2021,07:22:00 PM,14.5800,121.0423,0,84.5,246,44.2532,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.4,82.5,0.020,0,0
15/6/2021,07:22:02 PM,14.5800,121.0423,0,84.5,173,29.1699,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.4,82.5,0.020,0,0
15/6/2021,07:22:05 PM,14.5800,121.0423,0,84.5,293,56.6727,0,14,0,0,0,0,0,0,0,0,0,0,778.13,24.4,82.3,0.020,0,0
15/6/2021,07:22:08 PM,14.5800,121.0423,0,84.5,298,57.1026,0,15,0,0,0,0,0,0,0,0,0,0,884.38,24.4,82.3,0.020,0,0
15/6/2021,07:22:11 PM,14.5800,121.0423,0,84.8,215,41.8007,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.5,82.2,0.020,0,0
15/6/2021,07:22:14 PM,14.5800,121.0423,0,84.8,209,37.848,0,15,0,0,0,0,0,0,0,0,0,0,793.75,24.5,82.1,0.020,0,0
15/6/2021,07:22:16 PM,14.5800,121.0423,0,84.8,249,44.4043,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.5,82,0.020,0,0
15/6/2021,07:22:19 PM,14.5800,121.0423,0,84.8,261,49.6506,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.6,82.1,0.020,0,0
15/6/2021,07:22:22 PM,14.5800,121.0423,0,85,255,48.5706,0,14,0,0,0,0,0,0,0,0,0,0,778.13,24.5,82,0.020,0,0
15/6/2021,07:22:25 PM,14.5800,121.0423,0,85,208,39.5066,0,13,0,0,0,0,0,0,0,0,0,0,778.13,24.6,81.8,0.020,0,0
15/6/2021,07:22:28 PM,14.5800,121.0423,0,85,215,43.0638,0,11,0,0,0,0,0,0,0,0,0,0,778.13,24.6,81.8,0.020,0,0
15/6/2021,07:22:30 PM,14.5800,121.0423,0,85,451,86.2664,0,12,0,0,0,0,0,0,0,0,0,0,793.75,24.6,81.8,0.010,0,0
15/6/2021,07:22:33 PM,14.5800,121.0423,0,85,278,47.7612,0,14,0,0,0,0,0,0,0,0,0,0,793.75,24.6,81.7,0.020,0,0
15/6/2021,07:22:36 PM,14.5800,121.0423,0,85,228,42.5696,0,13,0,0,0,0,0,0,0,0,0,0,778.13,24.7,81.6,0.010,0,0
15/6/2021,07:22:39 PM,14.5800,121.0423,0,85,271,52.0414,0,13,0,0,0,0,0,0,0,0,0,0,793.75,24.7,81.6,0.020,0,0
15/6/2021,07:22:42 PM,14.5800,121.0423,0,85.1,308,62.907,0,13,0,0,0,0,0,0,0,0,0,0,793.75,24.7,81.5,0.020,0,0
15/6/2021,07:22:45 PM,14.5800,121.0423,0,85.1,127,37.0476,0,12,0,0,0,0,0,0,0,0,0,0,778.13,24.7,81.4,0.020,0,0
15/6/2021,07:22:48 PM,14.5800,121.0423,0,85.1,231,36.2105,0,12,0,0,0,0,0,0,0,0,0,0,778.13,24.7,81.4,0.020,0,0
15/6/2021,07:22:51 PM,14.5800,121.0423,0,85.1,318,68.9309,0,12,0,0,0,0,0,0,0,0,0,0,778.13,24.8,81.4,0.020,0,0
15/6/2021,07:22:54 PM,14.5800,121.0423,0,85.1,335,68.9092,0,14,0,0,0,0,0,0,0,0,0,0,900,24.8,81.2,0.010,0,0
15/6/2021,07:22:56 PM,14.5800,121.0423,0,85.3,315,62.379,0,17,0,0,0,0,0,0,0,0,0,0,793.75,24.8,81.2,0.010,0,0
15/6/2021,07:22:59 PM,14.5800,121.0423,0,85.4,338,66.2634,0,20,0,0,0,0,0,0,0,0,0,0,778.13,24.8,81.1,0.010,0,0
15/6/2021,07:23:02 PM,14.5800,121.0423,0,85.4,113,23.0393,0,20,0,0,0,0,0,0,0,0,0,0,778.13,24.8,81.1,0.010,0,0
15/6/2021,07:23:05 PM,14.5800,121.0423,0,85.4,113,23.2814,0,18,0,0,0,0,0,0,0,0,0,0,762.5,24.8,81,0.020,0,0
15/6/2021,07:23:08 PM,14.5800,121.0423,0,85.4,193,66.9431,0,18,0,0,0,0,0,0,0,0,0,0,778.13,24.9,81,0.020,0,0
15/6/2021,07:23:11 PM,14.5800,121.0423,0,85.4,96,25.6814,0,18,0,0,0,0,0,0,0,0,0,0,778.13,24.9,80.9,0.020,0,0
15/6/2021,07:23:14 PM,14.5800,121.0423,0,85.4,78,18.5052,0,20,0,0,0,0,0,0,0,0,0,0,884.38,24.9,80.9,0.020,0,0
15/6/2021,07:23:17 PM,14.5800,121.0423,0,85.4,12,1.4659,0,20,0,0,0,0,0,0,0,0,0,0,762.5,24.9,80.9,0.020,0,0
15/6/2021,07:23:20 PM,14.5800,121.0423,0,85.4,278,46.5826,0,18,0,0,0,0,0,0,0,0,0,0,778.13,24.9,80.8,0.010,0,0
15/6/2021,07:23:22 PM,14.5800,121.0423,0,85.4,301,51.8341,0,18,0,0,0,0,0,0,0,0,0,0,778.13,25,80.7,0.020,0,0
15/6/2021,07:23:25 PM,14.5800,121.0423,0,85.4,339,58.0844,0,16,0,0,0,0,0,0,0,0,0,0,762.5,25,80.6,0.020,0,0
15/6/2021,07:23:28 PM,14.5800,121.0423,0,85.4,299,49.9473,0,15,0,0,0,0,0,0,0,0,0,0,793.75,24.9,80.7,0.010,0,0
15/6/2021,07:23:31 PM,14.5800,121.0423,0,85.5,212,27.8723,0,14,0,0,0,0,0,0,0,0,0,0,778.13,25,80.7,0.020,0,0
15/6/2021,07:23:34 PM,14.5800,121.0423,0,85.5,83,12.1171,0,15,0,0,0,0,0,0,0,0,0,0,884.38,25,80.6,0.020,0,0
15/6/2021,07:23:37 PM,14.5800,121.0423,0,85.5,316,45.5901,0,14,0,0,0,0,0,0,0,0,0,0,793.75,25,80.7,0.020,0,0
15/6/2021,07:23:40 PM,14.5800,121.0423,0,85.5,216,30.1887,0,11,0,0,0,0,0,0,0,0,0,0,778.13,25.1,80.6,0.020,0,0
15/6/2021,07:23:42 PM,14.5800,121.0423,0,85.5,332,62.0141,0,11,0,0,0,0,0,0,0,0,0,0,778.13,25.1,80.4,0.010,0,0
15/6/2021,07:23:45 PM,14.5800,121.0422,0,85.5,359,61.6308,0,11,0,0,0,0,0,0,0,0,0,0,762.5,25.1,80.4,0.030,0,0
15/6/2021,07:23:48 PM,14.5800,121.0422,0,85.5,278,55.76,0,11,0,0,0,0,0,0,0,0,0,0,778.13,25.1,80.4,0.010,0,0
15/6/2021,07:23:51 PM,14.5800,121.0422,0,85.5,126,19.948,0,10,0,0,0,0,0,0,0,0,0,0,778.13,25.1,80.3,0.020,0,0
15/6/2021,07:23:54 PM,14.5800,121.0422,0,85.5,148,27.9282,0,13,0,0,0,0,0,0,0,0,0,0,868.75,25.1,80.3,0.020,0,0
15/6/2021,07:23:57 PM,14.5800,121.0422,0,85.5,182,33.1624,0,13,0,0,0,0,0,0,0,0,0,0,778.13,25.2,80.2,0.020,0,0
15/6/2021,07:24:00 PM,14.5800,121.0422,0,85.5,183,34.6711,0,10,0,0,0,0,0,0,0,0,0,0,778.13,25.2,80.1,0.020,0,0
15/6/2021,07:24:03 PM,14.5800,121.0422,0,85.5,152,26.1268,0,10,0,0,0,0,0,0,0,0,0,0,762.5,25.2,80,0.020,0,0
15/6/2021,07:24:05 PM,14.5800,121.0422,0,85.5,36,3.7896,0,10,0,0,0,0,0,0,0,0,0,0,778.13,25.2,79.9,0.020,0,0
15/6/2021,07:24:08 PM,14.5800,121.0422,0,85.5,133,26.8002,0,10,0,0,0,0,0,0,0,0,0,0,762.5,25.2,79.9,0.010,0,0
15/6/2021,07:24:11 PM,14.5800,121.0422,0,85.5,205,31.6386,0,11,0,0,0,0,0,0,0,0,0,0,778.13,25.2,79.8,0.010,0,0
15/6/2021,07:24:14 PM,14.5800,121.0422,0,85.5,168,36.8791,0,12,0,0,0,0,0,0,0,0,0,0,900,25.2,79.8,0.010,0,0
15/6/2021,07:24:17 PM,14.5800,121.0422,0,85.5,212,36.6318,0,11,0,0,0,0,0,0,0,0,0,0,778.13,25.3,79.7,0.010,0,0
15/6/2021,07:24:20 PM,14.5800,121.0422,0,85.5,26,4.9484,0,8,0,0,0,0,0,0,0,0,0,0,762.5,25.3,79.6,0.020,0,0
15/6/2021,07:24:23 PM,14.5800,121.0422,0,85.5,48,7.2747,0,8,0,0,0,0,0,0,0,0,0,0,762.5,25.2,79.5,0.020,0,0
15/6/2021,07:24:25 PM,14.5800,121.0422,0,85.5,196,34.2878,0,9,0,0,0,0,0,0,0,0,0,0,762.5,25.3,79.5,0.020,0,0
15/6/2021,07:24:28 PM,14.5800,121.0422,0,85.3,371,66.7934,0,8,0,0,0,0,0,0,0,0,0,0,778.13,25.3,79.5,0.020,0,0
15/6/2021,07:24:31 PM,14.5800,121.0422,0,85.3,145,34.4522,0,13,0,0,0,0,0,0,0,0,0,0,778.13,25.3,79.4,0.020,0,0
15/6/2021,07:24:34 PM,14.5800,121.0422,0,85.3,192,37.9969,0,13,0,0,0,0,0,0,0,0,0,0,900,25.3,79.4,0.020,0,0
15/6/2021,07:24:37 PM,14.5800,121.0422,0,85.3,155,31.3511,0,12,0,0,0,0,0,0,0,0,0,0,762.5,25.3,79.3,0.020,0,0
15/6/2021,07:24:40 PM,14.5800,121.0422,0,85.3,261,49.4626,0,9,0,0,0,0,0,0,0,0,0,0,778.13,25.4,79.3,0.020,0,0
15/6/2021,07:24:43 PM,14.5800,121.0422,0,85.3,130,23.7488,0,10,0,0,0,0,0,0,0,0,0,0,778.13,25.4,79.2,0.020,0,0
15/6/2021,07:24:46 PM,14.5800,121.0422,0,85.3,63,10.3887,0,10,0,0,0,0,0,0,0,0,0,0,778.13,25.4,79.1,0.010,0,0
15/6/2021,07:24:48 PM,14.5800,121.0422,0,85,24,1.4433,0,10,0,0,0,0,0,0,0,0,0,0,778.13,25.4,79.2,0.020,0,0
15/6/2021,07:24:51 PM,14.5800,121.0422,0,85,24,1.4688,0,11,0,0,0,0,0,0,0,0,0,0,762.5,25.5,79.1,0.020,0,0
15/6/2021,07:24:54 PM,14.5800,121.0422,0,85,38,11.6654,0,11,0,0,0,0,0,0,0,0,0,0,778.13,25.4,79.1,0.020,0,0
15/6/2021,07:24:57 PM,14.5800,121.0422,0,85,42,8.8766,0,14,0,0,0,0,0,0,0,0,0,0,762.5,25.4,79.1,0.020,0,0
15/6/2021,07:25:00 PM,14.5800,121.0422,0,85,493,92.9669,0,17,0,0,0,0,0,0,0,0,0,0,762.5,25.5,79,0.020,0,0
15/6/2021,07:25:03 PM,14.5800,121.0422,0,85,286,55.2113,0,17,0,0,0,0,0,0,0,0,0,0,778.13,25.5,79,0.020,0,0
15/6/2021,07:25:06 PM,14.5800,121.0422,0,85,266,47.1023,0,21,0,0,0,0,0,0,0,0,0,0,778.13,25.5,79,0.020,0,0
15/6/2021,07:25:09 PM,14.5800,121.0422,0,85,489,92.9988,0,19,0,0,0,0,0,0,0,0,0,0,762.5,25.5,78.9,0.020,0,0
15/6/2021,07:25:11 PM,14.5800,121.0422,0,85,518,90.7194,0,20,0,0,0,0,0,0,0,0,0,0,778.13,25.6,78.9,0.020,0,0
15/6/2021,07:25:14 PM,14.5800,121.0422,0,85,210,33.327,0,20,0,0,0,0,0,0,0,0,0,0,762.5,25.5,78.8,0.010,0,0
15/6/2021,07:25:17 PM,14.5800,121.0422,0,85,270,43.9381,0,27,0,0,0,0,0,0,0,0,0,0,778.13,25.6,78.7,0.020,0,0
15/6/2021,07:25:20 PM,14.5800,121.0422,0,85,195,31.042,0,31,0,0,0,0,0,0,0,0,0,0,778.13,25.6,78.7,0.020,0,0
15/6/2021,07:25:23 PM,14.5800,121.0422,0,85,86,14.0332,0,37,0,0,0,0,0,0,0,0,0,0,778.13,25.6,78.7,0.020,0,0
15/6/2021,07:25:26 PM,14.5800,121.0422,0,85,301,55.7497,0,45,0,0,0,0,0,0,0,0,0,0,778.13,25.6,78.7,0.020,0,0
15/6/2021,07:25:29 PM,14.5800,121.0422,0,85,170,26.9038,0,45,0,0,0,0,0,0,0,0,0,0,762.5,25.6,78.6,0.020,0,0
15/6/2021,07:25:31 PM,14.5800,121.0422,0,85,272,54.2232,0,45,0,0,0,0,0,0,0,0,0,0,762.5,25.6,78.6,0.020,0,0
15/6/2021,07:25:34 PM,14.5800,121.0422,0,85,853,162.1958,0,45,0,0,0,0,0,0,0,0,0,0,778.13,25.6,78.5,0.020,0,0
15/6/2021,07:25:37 PM,14.5800,121.0422,0,85,1093,207.4085,0,43,0,0,0,0,0,0,0,0,0,0,778.13,25.7,78.5,0.020,0,0
15/6/2021,07:25:40 PM,14.5800,121.0422,0,84.6,1049,199.8916,0,37,0,0,0,0,0,0,0,0,0,0,778.13,25.7,78.6,0.020,0,0
15/6/2021,07:25:43 PM,14.5800,121.0422,0,84.4,209,37.5261,0,30,0,0,0,0,0,0,0,0,0,0,762.5,25.7,78.5,0.010,0,0
15/6/2021,07:25:46 PM,14.5800,121.0422,0,84.4,292,67.9434,0,26,0,0,0,0,0,0,0,0,0,0,778.13,25.7,78.6,0.020,0,0
15/6/2021,07:25:49 PM,14.5800,121.0422,0,84.4,266,54.7835,0,25,0,0,0,0,0,0,0,0,0,0,778.13,25.8,78.5,0.020,0,0
15/6/2021,07:25:52 PM,14.5800,121.0422,0,84.4,169,40.7912,0,23,0,0,0,0,0,0,0,0,0,0,762.5,25.7,78.4,0.020,0,0
15/6/2021,07:25:54 PM,14.5800,121.0422,0,84.4,305,60.848,0,22,0,0,0,0,0,0,0,0,0,0,762.5,25.7,78.3,0.020,0,0
15/6/2021,07:25:57 PM,14.5800,121.0422,0,84.4,196,34.3147,0,18,0,0,0,0,0,0,0,0,0,0,762.5,25.7,78.2,0.010,0,0
15/6/2021,07:26:00 PM,14.5700,121.0422,0,84.4,369,66.2993,0,16,0,0,0,0,0,0,0,0,0,0,884.38,25.8,78.2,0.020,0,0
15/6/2021,07:26:03 PM,14.5700,121.0422,0,81.6,38,9.5313,0,16,0,0,0,0,0,0,0,0,0,0,778.13,25.8,78.2,0.020,0,0
15/6/2021,07:26:06 PM,14.5700,121.0422,0,81.6,26,7.3741,0,15,0,0,0,0,0,0,0,0,0,0,762.5,25.8,78.1,0.030,0,0
15/6/2021,07:26:09 PM,14.5700,121.0422,0,81.6,33,8.4028,0,15,0,0,0,0,0,0,0,0,0,0,746.88,25.8,78.1,0.020,0,0
15/6/2021,07:26:12 PM,14.5700,121.0422,0,81.6,32,8.3175,0,15,0,0,0,0,0,0,0,0,0,0,731.25,25.8,78.1,0.020,0,0
15/6/2021,07:26:15 PM,14.5700,121.0422,0,81.6,55,12.6564,0,14,0,0,0,0,0,0,0,0,0,0,746.88,25.8,77.9,0.020,0,0
15/6/2021,07:26:17 PM,14.5700,121.0422,0,80.5,126,32.8294,0,15,0,0,0,0,0,0,0,0,0,0,746.88,25.8,77.9,0.010,0,0
15/6/2021,07:26:20 PM,14.5700,121.0422,0,80.6,261,53.3323,0,16,0,0,0,0,0,0,0,0,0,0,853.13,25.8,77.8,0.020,0,0
15/6/2021,07:26:23 PM,14.5700,121.0422,0,80.6,127,26.4465,0,16,0,0,0,0,0,0,0,0,0,0,731.25,25.8,77.8,0.010,0,0
15/6/2021,07:26:26 PM,14.5700,121.0422,0,80.6,174,35.0261,0,13,0,0,0,0,0,0,0,0,0,0,731.25,25.9,77.8,0.020,0,0
15/6/2021,07:26:29 PM,14.5700,121.0422,0,80.6,193,38.1366,0,12,0,0,0,0,0,0,0,0,0,0,715.63,25.9,77.8,0.010,0,0
15/6/2021,07:26:32 PM,14.5700,121.0422,0,80.6,65,11.204,0,12,0,0,0,0,0,0,0,0,0,0,715.63,25.9,77.6,0.020,0,0
15/6/2021,07:26:35 PM,14.5700,121.0422,0,80.6,253,52.1346,0,12,0,0,0,0,0,0,0,0,0,0,703.13,25.9,77.6,0.010,0,0
15/6/2021,07:26:38 PM,14.5700,121.0422,0,80.6,238,39.3028,0,11,0,0,0,0,0,0,0,0,0,0,715.63,25.9,77.7,0.010,0,0
15/6/2021,07:26:41 PM,14.5700,121.0422,0,80.6,302,46.7554,0,14,0,0,0,0,0,0,0,0,0,0,825,25.9,77.5,0.020,0,0
15/6/2021,07:26:43 PM,14.5700,121.0422,0,80.7,387,61.2633,0,14,0,0,0,0,0,0,0,0,0,0,731.25,25.9,77.4,0.020,0,0
15/6/2021,07:26:46 PM,14.5700,121.0422,0,80.7,546,92.8651,0,11,0,0,0,0,0,0,0,0,0,0,715.63,25.9,77.4,0.020,0,0
15/6/2021,07:26:49 PM,14.5700,121.0422,0,80.7,301,47.4175,0,12,0,0,0,0,0,0,0,0,0,0,731.25,25.9,77.4,0.020,0,0
15/6/2021,07:26:52 PM,14.5700,121.0422,0,80.7,103,18.8217,0,12,0,0,0,0,0,0,0,0,0,0,715.63,25.9,77.4,0.020,0,0
15/6/2021,07:26:55 PM,14.5700,121.0422,0,80.7,156,26.7931,0,12,0,0,0,0,0,0,0,0,0,0,715.63,25.9,77.4,0.010,0,0
15/6/2021,07:26:58 PM,14.5700,121.0422,0,80.7,286,50.5414,0,12,0,0,0,0,0,0,0,0,0,0,715.63,25.9,77.4,0.020,0,0
15/6/2021,07:27:01 PM,14.5700,121.0422,0,80.7,415,78.0411,0,13,0,0,0,0,0,0,0,0,0,0,825,26,77.3,0.020,0,0
15/6/2021,07:27:04 PM,14.5700,121.0422,0,80.7,58,9.2346,0,12,0,0,0,0,0,0,0,0,0,0,731.25,26,77.3,0.010,0,0
15/6/2021,07:27:06 PM,14.5700,121.0422,0,80.6,225,42.1235,0,8,0,0,0,0,0,0,0,0,0,0,715.63,26,77.3,0.020,0,0
